@relation caracteristicas

@attribute roxo_camisa_skinner real
@attribute azul_roupa_skinner real
@attribute laranja_gravata_skinner real
@attribute cinza_cabelo_skinner real
@attribute azul_roupa_quimby real
@attribute azul_gravata_quimby real
@attribute branco_faixa_quimby real
@attribute marrom_cabelo_quimby real
@attribute classe {Skinner, Quimby}

@data
0.006688784246575342,0.06421232876712328,0.0,0.3183861301369863,23.512414383561644,0.16320633561643835,13.184931506849315,1.036761558219178,Quimby
0.5934495192307692,0.0,0.0,0.5871895032051282,0.8855836004273504,0.20282451923076925,1.6831096420940173,13.420222355769232,Quimby
0.011685363247863248,0.0,8.346688034188035E-4,0.5546374198717949,0.30465411324786323,0.051332131410256415,1.8007979433760684,10.940838675213675,Quimby
0.026292067307692308,0.008346688034188034,0.01418936965811966,1.0633680555555556,1.1647803151709402,0.18320980235042736,0.08847489316239317,0.4920372596153846,Quimby
0.004173344017094017,0.005842681623931624,8.346688034188035E-4,1.2002537393162394,0.5867721688034188,0.017945379273504276,2.830779246794872,1.4957264957264957,Quimby
0.007512019230769231,0.01418936965811966,0.0,0.04006410256410256,25.403979700854702,1.0750534188034189,1.0466746794871795,2.9413728632478633,Quimby
0.011685363247863248,0.01001602564102564,8.346688034188035E-4,0.051749465811965815,24.51171875,0.6168202457264957,1.3171073717948718,2.741887019230769,Quimby
0.06452802359882005,0.0,0.0,4.501981932153392,15.681462020648967,0.049548303834808266,4.004194321533924,0.4378687315634218,Quimby
0.1982276119402985,0.002332089552238806,0.0,0.23087686567164178,0.8873600746268657,0.043143656716417914,6.997434701492537,1.3351212686567164,Quimby
0.03687315634218289,0.0,0.0023045722713864306,0.08757374631268436,3.8106102507374633,0.0,0.20165007374631266,0.4344118731563422,Quimby
0.1487613341968912,0.0010119818652849742,0.0,3.0622571243523318,14.653497409326425,0.22263601036269431,2.9529630829015545,4.3201505829015545,Quimby
0.015356265356265357,0.018235565110565108,9.597665847665848E-4,0.037430896805896806,15.75744778869779,8.959421068796068,0.44821099508599516,1.3398341523341524,Quimby
0.06476683937823835,0.12244980569948187,0.017203691709844558,1.958184909326425,14.287159974093264,0.011131800518134715,0.2651392487046632,0.700291450777202,Quimby
1.5061828987730062,0.42297737730061347,0.0,2.0981115797546015,1.1239455521472392,0.21568251533742333,1.1155578987730062,1.3564033742331287,Quimby
0.056462020648967555,0.01958886430678466,0.020741150442477877,0.15440634218289087,0.2650258112094395,0.013827433628318585,13.093427359882007,0.14749262536873156,Quimby
0.022154850746268658,0.006996268656716418,0.002332089552238806,0.02448694029850746,4.055503731343284,0.020988805970149252,0.011660447761194029,0.324160447761194,Quimby
0.005808550185873606,0.08131970260223048,0.0,0.4080506505576208,2.792460501858736,0.6752439591078067,3.762488382899628,1.1486407992565055,Quimby
0.004126320422535211,0.06464568661971831,0.0,0.09628080985915494,23.020741637323944,0.28196522887323944,5.321577904929577,0.8885343309859154,Quimby
0.033395401554404146,0.0,0.0020239637305699484,0.0010119818652849742,9.070393458549223,0.1487613341968912,0.78125,1.0008500647668395,Quimby
0.24489961139896374,0.00505990932642487,0.026311528497409326,0.2023963730569948,16.143134715025905,0.4240204015544042,4.188592940414508,0.6567762305699482,Quimby
0.0930731046931408,0.0662793321299639,0.0,0.9025270758122743,1.878384476534296,0.07474052346570396,1.7091606498194947,0.30883348375451264,Quimby
0.047563147668393785,0.7488665803108808,0.0020239637305699484,0.18114475388601037,9.112896696891191,0.7195191062176166,2.7525906735751295,4.337354274611399,Quimby
0.03456858407079646,0.0,0.0011522861356932153,0.03341629793510324,10.217321165191741,0.011522861356932153,0.5381176253687315,1.0428189528023597,Quimby
0.044939159292035395,0.0,0.0023045722713864306,0.11983775811209439,1.7526272123893805,0.013827433628318585,0.10601032448377581,0.5600110619469026,Quimby
0.023320895522388058,0.003498134328358209,0.0,0.1690764925373134,8.628731343283583,0.24370335820895522,0.769589552238806,2.8369869402985075,Quimby
0.36642699115044247,0.10255346607669616,0.01958886430678466,0.11407632743362832,5.753364675516224,0.4781987463126844,0.513919616519174,0.631452802359882,Quimby
0.1537445335276968,0.0,0.018221574344023325,0.03644314868804665,26.949708454810494,0.009110787172011662,4.053161443148688,1.3848396501457727,Quimby
0.006913716814159292,0.0011522861356932153,0.0011522861356932153,0.04839601769911504,15.002765486725664,9.129563053097344,0.3134218289085546,1.4783831120943953,Quimby
